"","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","A","Y"
"18",0,0.623673123796026,-4.51289313497833,0,-6.58404006603995,-1.11015716040723,2.77005534219436,-8.01220334646682,9.04775678746668,-3.24973857066478,0.103353221256599,8.43495419835745,0.607762966088086,-0.0569543582805993,-12.4781020428954,8.72325702321512,-9.08665727976626,-6.28295596830956,3.9230848343631,-1.92237726540289,4.0920524505204,1.60713954417668,-1.96017016670821,1.22590988481854,3.20200370956916,1,0
"19",0,0.353462527335085,-1.17536634089976,0,-1.3076261882581,0.433822416415867,0.480154568500235,-10.0586738845669,-2.25432359714984,2.09900986135404,0.472788674231135,-2.7913434216271,-11.8412436234271,6.60200588817309,-2.74006777314649,3.07235270742089,-2.16287907869491,-7.30446695732047,-3.29133044637987,-3.66454999400609,-4.98337480338874,2.03385706888607,3.8139962168298,-2.32594412262247,-3.94590568884395,0,0
"20",0,0.496511249268907,-4.1247140582732,0,4.30990952496792,6.36389528208345,0.115442972682234,0.0103907416014774,-5.57602851742218,8.21603733433319,-1.3336858121423,1.61740537128755,-0.0533390400446927,0.143584542408278,-4.80194450132849,2.46857503529469,5.8849907550763,-3.53234495174275,-3.4293502806869,3.01953490047233,0.638363526313422,7.39019445487438,1.94513869124343,-4.53515267953311,-3.91401110013852,0,1
"21",1,0.710761994343741,-6.02600492338458,0,-6.97150923742025,-3.71188197622499,-5.26001936837402,0.560572649998402,-0.700080126311021,-9.56404741467044,-5.8315088907299,-0.983370201252047,5.05592700469226,-11.3425964038954,-2.99053823828251,-5.33097324942134,-0.116436768272829,-2.92973223398641,4.91633387685115,7.70276968675064,-1.67475298122559,2.90602033300102,-3.0027770167722,0.967076605485299,6.06849199327434,1,1
"22",0,0.207698783424147,3.44384540224305,1,-4.65228817408852,11.7426478253599,2.1810853973862,-4.80726890508838,-0.212052058746856,14.4378400275665,-1.79953951610052,6.23017140418638,-13.5204400000859,-5.88165419973302,5.68898655698645,0.555244830581921,5.26147579586225,-4.74186458987909,-6.55034027954908,5.15875611921156,-5.42266307905536,-1.12516883778406,3.98284548396978,-3.85483922313244,-3.94852680721498,0,0
"23",1,0.317728363424133,-0.502972248061619,0,-0.577316374518345,-1.15129653709399,-2.42106893372212,9.59768985597008,2.07220294173132,-4.37489897353126,3.27082572375475,3.75488795768115,3.90206888759252,-4.78854109221841,-7.7512529638904,-0.371218705351185,-12.4593468840509,-10.8603684946726,-0.588353965200104,4.4837288012127,-3.10670705354242,3.78048939601642,-2.26645728900319,4.00554702639035,3.28964185140673,1,0
"24",0,0.583956820627154,-7.26011829744668,0,6.31575123072637,-8.13866981598402,-4.5670894958416,-15.0350843392763,0.410755412485444,-1.86597380692822,0.329159895930232,1.51242378312732,-11.7026328414734,-3.55689297327369,6.65372149954256,-1.56014042264811,-1.80006697020656,-6.99057416342184,-6.5938179001257,-0.65802708212734,2.91967150322654,1.15933642310498,-0.37520922941659,2.61768440500096,-4.15360261821744,0,1
"25",1,0.608856123017498,-5.6215331617427,0,3.82775843492345,-5.26252175589688,-6.86183347105681,-2.58177347521485,0.359355631077656,-3.75722893477226,-6.12765222620271,-8.23840640857325,1.74624773023702,-2.57072473510852,8.77218804332948,-3.33554113771594,2.8081099062709,1.77874078888037,-2.136913033118,-0.206364336276816,2.55185032371517,-2.8846256643841,1.0614441886168,3.32508907500058,-6.09620379295344,0,1
"26",1,0.435787182729165,6.11749356134851,1,10.7664890506303,4.28339274580363,0.261937260237403,10.3146191158818,-5.66537764177284,-6.43276891897113,1.18624258713169,2.83381348970704,10.3627281256798,-3.5778913150453,7.73375641989247,5.01062544905821,7.93581600596912,6.41174316101263,4.10603018521008,9.52947020971674,3.10715112943046,-5.67798327398244,-0.0885956492821379,4.23261827829321,-1.91926961238942,1,1
"27",0,0.68152509411875,1.21057676849956,1,1.57735146538196,2.85324612635149,7.07744724032256,-9.95090946231643,-2.12797264023789,-2.58733491255908,-0.266439595931143,5.26161838335492,-4.21335315454716,2.99869216421555,14.7520011882002,-0.303609663550626,7.98039049841941,4.92766557882821,2.39657344420482,4.25532783630762,11.2970922274409,-4.58638717267243,0.585056756472996,0.431946100813831,2.05597965486691,1,1
"28",1,0.517828227224354,1.24822971072205,1,-6.35908564679645,-7.15252036931439,-2.73849336808326,-7.09644565991286,0.185172741398367,-16.4389672446313,2.60764554644303,7.79479265452659,-11.2783356056903,-4.01978294822454,-3.90918549245307,7.98190995589513,-7.2474637783422,-12.7510510239912,6.61358104395455,-4.57441943335265,-6.91191714457113,4.11088019605764,2.47911336384443,-0.896770073164867,5.99491938674722,0,1
"29",0,0.733891214274287,-3.08110808260934,0,1.70956211091108,-3.08394104245503,-5.91876115914565,-2.02441114584364,-5.71788046376488,-9.31402088079849,-5.59521659212149,-3.97141284877307,-3.98435751452403,-1.77989884118302,0.929661409214222,5.09173489522494,2.78493910854467,-5.44368968291404,4.27727443405369,-3.59949928954369,-3.24748123833108,3.33403763358568,5.77868949445628,-1.092412635214,2.36658870915098,0,1
"30",1,0.515671230210221,6.81502215777634,1,-4.51754744964337,-9.47977912037795,-0.644104073332843,-4.51803707609243,-11.1677823988091,-3.92351441978082,6.74602769420873,-6.68888220902205,-7.66557464211349,1.38129387772104,1.94250942708928,-1.85376839106861,-3.27646431273253,-2.66654800844822,-3.75948549648289,-12.589445620374,0.646461347566029,2.92096638814587,0.950080931519691,-3.50299955806512,8.32096731121795,0,1
"31",0,0.647090866262797,-0.0663017882003634,0,0.578736184615597,-4.60554761439681,4.90543686834179,1.1828120977799,5.32785744180199,-2.60775695416646,-3.21180374486811,-4.37358174868964,1.15437440630161,13.9562925854044,1.64628149031843,-0.483312916798046,2.68118094431903,6.90109471666207,-0.928880920855727,-5.12380042775627,-1.53450009281222,-5.31887305241533,-0.062273414812118,-0.751751361277333,-2.04408434783604,1,1
"32",0,0.446585374563774,3.64064501680718,1,-2.0729623544713,-0.651311892833608,1.43715843684514,-2.92416115195009,-5.05056987119712,-4.41087149146101,-0.364312989752195,-7.73033598370817,-0.242722045826475,0.0637797286050529,12.3470860381719,3.60296642665727,2.37285307555823,7.95970114052779,5.67256765122319,-0.760452627343124,3.43441683215221,1.23238908807735,-6.59293120001512,2.26499935342138,-0.289938051016825,1,1
"33",1,0.616094885266664,-10.0917231783171,0,5.47460221377305,-2.18047406465866,0.981115138158208,1.72498003469382,6.77907997744375,-2.1012688092327,-8.69988738562335,5.82368284377833,4.88217098283744,2.15079521147628,-5.41732674589632,-12.2513403237027,2.87441881238497,4.30501671617359,-7.70966333199945,8.27991811264268,5.0562308682748,-10.1111966759825,4.86517296246016,1.3799639816189,3.18705429176734,0,1
"34",0,0.454766487838369,-0.89475404065715,0,1.79954356271879,4.52912561636642,-2.47843421382517,-6.547132173383,1.19169575333351,8.66895876000621,-0.690844011784181,1.24356424453222,-4.7998715286681,-2.74977799042479,1.96552225555423,-4.80391184646314,3.56524017805045,1.64403424943214,-5.31354038634965,-2.98802955652636,-1.9425928707226,1.78363657143838,-0.749781929739611,1.18676318129916,-4.11279318395218,0,1
"35",1,0.590415908058373,2.267065072127,1,2.00573901659508,-0.630681242096637,-0.323096513174209,1.48447556931211,-0.0954177023653259,2.14625608777364,10.1038536816616,2.23235305705581,-2.78364565597554,-2.014725263925,7.137496407681,1.28307471493428,-8.0988974453057,-3.03720033355375,1.68124749502416,-1.54795373638924,-3.14230627215073,5.64956811451269,-4.2131776073176,-0.206509387312708,-5.75237970005769,1,1
"36",1,0.463682011838108,3.71778461032443,1,-0.661233811503115,-1.86168113004995,0.0829200904378148,1.75606589712985,0.270692374908301,3.83610076504769,2.81666422035793,0.2694049882481,3.66747998224953,1.37446596253209,0.304655032742169,-1.91889611400023,-7.74237779467845,-8.32056445174205,-4.68455700406615,-2.91838112154791,-3.9417002725586,-1.70308149484862,-1.063798825393,-0.20414850217441,-0.37841122586941,1,1
"37",1,0.513558107636526,1.83808192552495,1,-4.89908504864801,-0.268062982021396,-1.43514918379362,1.55210678823863,-4.15740605933755,2.940513901587,0.76703252881777,4.80290923425702,1.22464583625917,-4.31329880473177,-7.94499107995178,4.70831513680967,-7.56483544581769,-5.54471057581542,-1.2815343358007,1.82973422743249,-2.2694254566451,-0.125992163809794,-0.693898477875166,-2.62397767144055,1.31575126201295,0,1
"38",0,0.632979136991293,-0.75572606751339,0,-5.91963199681829,-1.08627943657992,2.56906001690623,-1.82312355036561,0.47701784270673,3.2490744061405,-0.915697027438433,2.62939185149522,-4.53800073641125,3.50969010594778,1.24725752823907,1.18462679952529,-4.3279268417209,-1.90526928335394,-2.32325998331908,0.427170713752566,-4.05468950032004,-1.85034388117489,-0.136225485905579,-3.15243507835646,2.97407819385901,1,0
"39",0,0.644897303438484,3.04207842162922,1,-8.1119552575555,2.45311648564254,5.01071155896515,-0.480882708896989,4.59801576073249,7.50854429115014,-7.30775205192189,8.58768319163705,-2.53416530325011,3.37652426634353,12.9889233744991,5.57791345239931,-4.48669251708719,-6.54493636921061,0.571551471867795,9.03393573908947,-3.23177177106708,-4.46739343784324,-7.47721463897054,-3.24551233140411,-8.16279310182111,0,0
"40",0,0.299394659021036,2.98315368845065,1,-0.771842019896377,1.99030829368039,4.21387659090252,-11.402390222899,2.42481200419042,1.28106851923587,-0.414983661422277,8.06031256380421,-9.61204085127848,-4.77346493679368,5.1819157156382,0.896158514912927,2.47382953127272,-0.669634912236147,-3.36861958348088,6.89331876118028,-1.75863651941152,-7.03612804441563,-1.99901073486082,0.108613093448447,-5.73610495054787,0,0
"41",1,0.715121191636591,-6.35518744068962,0,-0.237954757228924,-2.57598790284176,-0.463503083761196,0.265378411129938,3.22735323372323,1.9332309468492,-4.20091042836215,-0.492065650239768,5.21274173492876,-0.888660915416073,3.33982372820841,-5.04423195131831,-4.83604264130642,0.910052200239949,0.223453089843383,3.78088497866856,0.288301586175492,-0.510006775029369,-4.20132280148642,5.14212057098943,-2.03793240121633,0,0
"42",0,0.484276401341649,6.75309783621891,1,-2.23402955971766,6.31059082271848,0.544523740040186,7.78841090258686,-8.20459217687268,7.24880586256004,-1.27784589615813,-7.64350279782895,-1.63083105572803,-2.39933017678376,0.818581512870668,-8.10919203057085,9.5976168016122,3.38853235279993,-4.3297297946807,-4.78667091279492,-5.53798688561363,3.79069558364353,4.4770998551082,-6.35776202722055,1.12451873738046,0,0
"43",1,0.384181487064963,5.89432153695698,1,-3.42284324564787,7.22408362041175,2.59354634520384,-4.83349283720715,-9.6338589871124,1.37664645043004,3.55645270619168,0.139785738618811,-2.88788340171886,-4.78340046804054,-4.02970514872251,6.63920049597529,2.22340626489005,-5.95908611172341,-2.30767265287694,-4.083126133463,4.39742883273155,2.46945620067857,6.4294035719243,-7.65181074596133,8.38498830985116,0,1
"44",0,0.569284408929282,-5.3345094359601,0,3.8837054289385,-0.249903429934137,2.49982381966005,-2.2821705622493,-6.8402623434045,-2.37064004964551,3.28652265141848,0.405855384968763,-9.50230410783023,1.94009236171281,0.97157896290423,-3.06316375761495,2.06853350909261,-1.87595981322011,-2.67099094009365,3.96799422552817,2.78744081679925,1.8042316556037,7.09896246255507,-5.16888458686007,7.087008429681,0,1
"45",1,0.493693371254621,-3.17994433666539,0,0.994851402608511,3.58629178513828,1.21354207524535,-3.73581039367256,2.39267211472001,-1.58985213757018,-4.0990025610869,3.17396226814559,3.53399711902378,-1.69679240397841,4.03525692588151,5.20594269953848,0.16093528220293,7.39395251272707,-0.508695451599079,10.8740520014171,7.52270000945086,-1.34007550499909,-8.13827445255624,-2.3183185482285,-7.37256329285205,0,1
"46",1,0.48768498878911,3.41749457534137,1,-0.328196416444667,0.901177619503755,-4.69409038237587,3.1189924246817,1.95720455367328,19.7828628204899,15.8497714536032,-3.76456959183368,-5.90419906505832,3.63571754364163,1.02542963124782,-8.72250886786598,-5.265012891356,-1.357019099032,-5.25490872870228,-14.5817186759196,-4.87888476095765,3.66335412423442,3.39117719762788,-2.05620586453948,2.71714149862682,1,1
"47",0,0.516005823434085,-2.50359047822905,0,-6.55416540119213,-4.36440736257295,5.27011888215108,-1.16900069011894,-1.84013950117988,-3.72976957122983,0.551347231428069,5.65084396860489,-9.33731753857248,7.01160729927449,-7.82127074746487,13.0596766646163,-3.64193548114329,-8.01896735974734,8.02130290399108,1.12318732150324,-4.37992198147157,0.0334864921753536,3.15418362705758,-1.86614331871037,13.5876612397138,1,0
"48",0,0.520034352791755,2.32000948628927,1,-0.395225527821825,1.72523343527895,6.07831923040906,-0.679763826716604,3.83389468949561,4.55728271306702,-0.798110899613372,5.95690149767653,-0.47576041799726,5.33773557717818,0.227114019034246,6.67075215585446,-2.38867808321639,-7.10194934464833,2.89024567640276,-1.83220990157223,1.72127605752395,-2.77387729761784,3.36146474986919,-3.1141317329914,-1.52938191350303,0,1
"49",1,0.481064395969141,-1.04563601129426,0,3.64339074984557,-1.86649273411824,-8.43396426293202,-0.345451940141666,0.878549730384504,5.65576742772954,8.26538804120246,0.162046031156483,0.954220140284523,-9.21289553936237,1.57105997239832,-4.86361529854149,-1.65977895269436,1.54968544858557,-0.718920632883722,-2.04650713889574,-1.13335792264657,2.35230575246328,-3.79847714113364,7.98678693878471,1.18313534848517,0,1
"50",0,0.432590420216977,-3.76019509846632,0,-0.681874258443039,1.94965194409021,-3.01394557069674,-11.0870165927649,2.81272135700875,3.19853649930973,-3.56535636929988,1.28090274975154,7.65773994700142,-9.46044667216734,-6.10786803471815,4.61938693298082,-1.40291334669154,4.26836223956458,0.189086568846155,-3.19283157812311,1.64280146714723,3.30345933238559,-3.53144510058746,-2.46934087899838,-8.65008900831402,1,0
"51",1,0.636963402127209,0.322873307130945,1,1.6828346387024,-6.03870897339772,-0.522054209681403,-0.559586192516169,-3.59553235316807,-6.42689168334084,4.00431141508946,-3.23105881730732,6.09085970573552,2.94165558527106,-1.51949434744019,7.13702316925769,-9.98305914568374,-4.88857584366926,4.7548250563315,-1.8240014680616,0.585816803934255,0.769948997605496,-4.47362453288244,3.32411029567126,4.88704291695405,0,1
"52",1,0.453415584312242,1.09486387096336,1,0.293837263114515,-2.89582990204642,2.06371027872181,-8.69164950255277,6.88960968928921,-7.41611528701826,2.37812438095931,3.2021865945548,8.18859949465258,-3.55198571160828,0.398631575019359,-1.29733493047214,-7.21854128631641,-1.6992610208733,-1.73340779153107,-0.658892810297273,6.74338600621644,-6.41679668986141,-1.16843835752562,9.16088223754208,-4.37577371805975,0,1
"53",0,0.488620689674643,7.04849801858451,1,4.45294173660502,0.5183994929682,7.6568486312369,0.373826678278875,-6.50880770741173,-6.39177485014095,4.6460430621549,2.91077027843814,-3.78645604926978,5.27147878364149,2.73009335279232,6.75649085272163,-1.84786234876192,-4.80897086661501,0.168513123463762,-5.22589643063181,3.8599040568894,-3.64448468323531,9.48988914800456,-6.95381337816323,6.38279511439711,1,1
"54",0,0.570154023379756,2.79416111685094,1,2.04309170763697,2.40675766588858,2.67493355057554,-0.396460927534418,-6.07265648863946,8.59692275887453,-1.48578029853341,-8.52445613775778,-1.51676211072739,9.38006117771953,11.9686322546436,-0.0988136327627242,2.12594135601607,-0.558462584609923,-1.52622340684512,-2.81120326715896,5.24482975512802,4.19315880004588,-3.8767929055178,-4.71777175608038,-0.339873698278011,0,1
"55",1,0.42278742474841,-0.843285940004013,0,-4.88043505853911,-3.08277754337609,-4.14338825043241,1.75261116974435,2.37287980759952,2.86056479345679,4.37631845478709,-6.04922229338919,1.61868186413978,-0.808869986483655,0.827735508566443,-6.81929987368716,-3.81839319462299,2.06791913080363,1.9209372592374,-7.08147749837918,-2.26425437459201,7.13909839200368,-4.40714588125483,2.31907379623028,2.33280144117576,1,1
"56",0,0.419898631790338,0.274997804626165,1,3.29966283715012,-3.34671543675628,-5.62034295004067,3.98530420849604,0.99584014593089,-2.88314806569369,-0.0433323803832103,3.13225796334836,1.3297362684732,-4.57147661402754,-6.09922615016261,7.36565028749762,3.20231497886771,-1.55143684160514,-1.08001889346911,-5.75276494795822,-0.204859086648828,0.19361834319161,1.22300456440993,2.79752176714712,2.57042750675265,0,1
"57",0,0.631998968471666,-3.86684939803083,0,1.16680574488374,2.33869797220909,0.020700292188155,11.3906510271573,3.90209027518316,3.75419164536203,-6.32617937493873,2.58005266798923,6.1211238348862,2.99829843689781,-2.28434423716618,-1.63674262494573,3.94466206064192,-1.19269029627042,-0.8428015557994,2.93296924291836,-1.12126921582191,0.260383887447123,1.44349467967756,1.05096279357088,-0.837068305712746,0,1
"58",1,0.260701015785314,5.99876013522394,1,8.11316555951878,2.06125361794444,-2.21965307032347,-1.51926593203019,-1.49400023051009,6.81299506011165,0.222928147697655,-2.5452001090265,1.40635217618075,-0.407719273610006,9.20360474037835,5.07054464690894,-4.74021524542318,-4.2899239989764,-3.01284681101864,-1.369673030668,-7.11743241194417,-2.40743894708551,3.16828313329011,-4.90846014601529,-16.9074271247504,1,1
"59",1,0.642542699481295,-1.74697635155773,0,-4.90882557355696,-0.0653255457048489,-1.05249174383474,4.6348782514141,-2.50593380350775,2.87786857769874,-3.5136989878763,-5.66535339126591,1.98532465164533,3.49974074871037,2.4567436136963,-2.4294919192387,-3.317554277362,-0.899157236161316,2.10341858961271,1.76616672552944,-2.9638454244569,5.75076050283941,-5.02369740241343,-4.58530037484645,1.30656946691472,1,1
"60",1,0.45430686533214,1.59171955466446,1,6.04180503707351,-0.876199126262408,-2.57053605956911,5.44274276250483,-3.81280007058117,0.268343956475043,-4.98908301803679,-6.15657870624834,12.9722033257296,-2.0802815241871,0.940776357955079,4.03744585244938,-2.0307250035675,-1.96136440495814,-0.576147191645498,0.962321846899582,4.55764790688312,-4.33116660755592,2.90665382529408,2.78448589455229,-2.11313512378452,1,1
"61",0,0.437348179905473,6.26636849602447,1,-6.00253466595076,4.14796740894156,-4.86272227788867,-0.472013464148006,5.47018337625115,8.74830255355594,0.906267903914797,-1.52417364333555,1.92045302750814,-9.5815381219326,-2.66897275719247,-1.62062076917242,-4.78694535856645,-0.910618340665163,-1.41137001671588,-8.15118276838561,-6.07737578731772,0.492473586833286,-2.4564999751436,0.387911919286101,-4.40005355241473,0,0
"62",0,0.359628536429694,0.405561136479442,1,-1.2621062107056,10.7899706703778,3.22245346489961,-2.85790883394199,-6.84917267413541,5.29701829707896,1.48279634714301,-3.09490533716651,-1.69417329213387,2.4184612814743,-1.60056797080991,3.69441882736467,6.8915283260047,2.70675907610573,3.29790941589587,-2.75708628425866,3.59322001487968,6.23011404249578,5.69473186941338,-6.13602719539183,6.91634372350535,0,1
"63",1,0.634940362023648,-1.67361541418905,0,2.43406471541634,-1.37278959512963,-1.9158536915926,3.60214741411541,3.21620155559633,-3.385899834454,-4.89948364419239,11.7906004424179,0.147096376539614,-13.5893835697961,3.36143882526504,-3.17880592671341,7.0659176389645,-0.452054829751678,-0.620287090214391,9.80778307658999,4.66600936062187,-4.10689109528381,-0.94305062912048,6.66520226704762,-5.85662313587142,0,1
"64",1,0.454875474982599,3.22454275428591,1,-4.95294921591329,-3.75755038068264,0.509132133315883,2.18797594410704,-1.7581334818527,0.707224783193115,5.69839742363634,-2.00613004267098,2.2849029769068,1.35061928477227,9.61746948060796,3.67475013547973,-7.85151140603037,1.31961616122839,-1.20411084231685,-3.23020385211265,-1.44568683073312,-0.411017579549122,-3.96900167417291,-4.42912129968065,5.43543897509748,0,1
"65",0,0.25549145323641,11.5287085784883,1,1.89836167984691,6.50545270352349,1.82899097212096,-0.32966713045154,-0.905124575591911,1.38282975652635,1.96760743862935,-2.24549180213879,-0.391426417551549,-3.59785660599472,1.28704430365496,0.625387340937206,3.605828396223,8.66802801693525,-1.77013783871353,-7.84432619798777,-1.07061942204574,-4.52829080454821,4.96046360325701,-4.90273583468757,-3.2426109686237,1,1
"66",0,0.284621493305258,7.87568187989083,1,9.16223743315526,1.41280294850792,4.12845308958167,-7.60057897119358,-3.95060509936726,2.35742220316091,1.91326217611218,2.6590904361013,-2.5632194710056,-4.46508223459401,10.246564030856,-5.28291761555731,7.06642059858063,1.90129081820593,-6.60415652359694,2.83274780410938,5.55763331663644,-6.22037637555833,1.0193101811469,-0.391850758521554,-13.6985953636319,1,1
"67",0,0.643040438565976,-0.911274315972657,0,5.14711837015933,2.12496621232115,-0.336643075781073,3.77463852009222,5.98682409708148,0.109784569812971,1.72915883994386,0.873422258301274,7.14719089298877,3.06441403825843,1.46427489714715,-8.07438186401196,1.34365750746064,1.92496082678418,3.64031060206791,2.70170594418046,8.86283377090475,0.452019946476745,-6.14713966429571,11.3965365191766,2.282017398992,0,1
