"","W1","W2","W3","W4","W5","A","Y"
"58",1,0.545273901634455,-0.850455208730263,0,-0.922568726049545,0,1
"59",0,0.52451581186946,1.546902053263,1,-0.428915719692685,1,1
"60",1,0.377887248126308,4.42607193145188,1,0.172905291433251,0,0
"61",1,0.658466684496674,-1.8383293730158,0,-2.14577395966184,1,1
"62",1,0.479001457002423,-3.35591461212007,0,1.28551477231789,0,1
"63",0,0.355962998931156,1.95590505844617,1,-1.27161693994582,0,1
"64",0,0.532002286234658,-0.108039622310776,0,-0.559996543472355,1,0
"65",1,0.43835843477643,-2.96198814375935,0,1.28722956666793,0,1
"66",1,0.378969412013168,-1.84535594514517,0,1.61307393274174,0,1
"67",0,0.390502285751825,3.30164232195466,1,0.023699323861477,0,1
"68",1,0.603509300312178,-2.49553712578967,0,0.192961740136714,0,0
"69",1,0.510395864405918,1.7809433575756,1,-1.94707770413266,0,1
"70",0,0.531073878807335,-0.397566473668357,0,-0.29759163344227,0,1
"71",1,0.478960519678867,-4.49605162971009,0,-0.854732593674734,0,0
"72",1,0.410655935679739,-0.0207101273344025,0,0.280459989986981,0,0
"73",1,0.425165486014774,-0.428057564595236,0,0.846055057863253,1,1
"74",1,0.313979523072982,0.145253428092134,1,3.37323994788428,0,1
"75",1,0.566334737178286,-2.46938065472695,0,-3.30452480158198,1,1
"76",1,0.249514917479799,0.782343879486556,1,1.13923349804173,0,1
"77",0,0.628552511721486,-2.15586400152065,0,0.805803745755872,0,1
"78",1,0.308511395335753,2.69425584565607,1,-1.08941309164854,0,1
"79",0,0.508627296523522,1.31992247050563,1,-1.27497826052672,0,1
"80",1,0.425474827520073,-0.808994434724847,0,-0.135114324419314,0,0
"81",1,0.625263669015599,-2.46958941219625,0,-3.01603116520972,1,1
"82",0,0.548547398756489,1.75350512975847,1,0.251562662723887,1,0
"83",0,0.553104735501295,-1.31286827118592,0,-1.00331200157865,0,1
"84",0,0.368062287227077,4.01507876870409,1,2.27280222836255,1,1
"85",0,0.663330229667619,-3.26547827790224,0,0.921855327924808,0,1
"86",0,0.499068801505885,-2.25678975780411,0,0.14712724370695,0,1
"87",0,0.451188950819287,1.34730872338281,1,-2.34586250190312,0,0
"88",1,0.2683448176466,2.23934627720933,1,-1.39045193382736,0,1
"89",0,0.537093806711852,-1.11857558269562,0,-0.210435574023618,0,0
"90",1,0.345425888580864,1.0400725114156,1,-3.14540669124477,0,1
"91",0,0.40951202842706,-0.227255049125413,0,4.13926550839319,0,1
"92",0,0.59767942040779,-3.88371161627091,0,-0.923929659968786,1,0
"93",0,0.359572083187949,3.85710244274623,1,1.41062855881834,1,1
"94",0,0.694316847531841,-1.80674549296417,0,-0.049850329894543,1,0
"95",1,0.448601417619755,0.97932396753492,1,-0.29521708075613,0,0
"96",0,0.56050995406626,1.72488380294551,1,-0.560930015964249,0,0
"97",0,0.560909568698374,-2.59599074373022,0,-1.99972504792759,1,0
"98",1,0.475876497901636,-0.590005090918305,0,-1.12247487941949,0,1
"99",0,0.51170369491963,-2.03434028471074,0,0.316033318902349,0,0
"100",0,0.381271309685663,1.24476747945539,1,0.458433903647732,1,1
"101",0,0.527163323888924,1.07930470410611,1,-1.06685022141186,1,1
"102",0,0.439651896916867,4.17418964763214,1,-1.70649331217745,0,1
"103",1,0.657421380091405,-4.41184154762795,0,-0.533186778928043,1,0
"104",0,0.441458899284208,2.2235012320282,1,2.42401460250881,1,1
"105",0,0.524763970021337,1.41153018049246,1,-2.80369667189417,1,0
"106",1,0.55391653319137,-3.10492490849405,0,-0.355244193749306,0,1
"107",0,0.613389475702769,-1.06766000047882,0,-1.40524435540678,0,0
"108",0,0.297853436637735,9.55133345913565,1,-0.98478076137228,0,1
"109",1,0.46280604674099,-3.71815294738656,0,0.440759417477592,0,1
"110",1,0.499749545262337,-3.37955036194405,0,-1.32238099811206,0,1
"111",1,0.59864308421585,-1.28222479575198,0,1.396287189048,0,1
"112",0,0.435625859037717,3.84856919268906,1,1.38382472527961,1,1
"113",0,0.278043954583983,5.10004261231283,1,1.32982148183683,1,1
"114",0,0.583067477662946,0.679757015926312,1,-3.54943161313943,0,0
"115",0,0.525355336053288,0.463943139013081,1,1.53462246366294,1,1
"116",0,0.372426664149908,0.526143249179089,1,0.208490247301564,1,0
"117",0,0.516110356215188,-0.918867525625481,0,4.69361975749687,0,1
"118",1,0.447504160892448,0.846998948402345,1,0.951288631776003,0,1
"119",1,0.514085008539919,-3.20760661269346,0,2.28633317268426,0,1
"120",1,0.71309162657358,-1.30682430699242,0,-1.40433287278285,0,1
"121",1,0.578018547906387,0.547684391593257,1,-1.34084760431956,0,1
"122",1,0.48870545343171,2.32088678150864,1,0.447654142294876,0,0
"123",1,0.524711417048069,-1.64361993799468,0,0.655905867316188,0,0
"124",0,0.565902625321168,-0.72836073421496,0,0.233358608099756,0,0
"125",1,0.501465833312211,-4.79069430127037,0,2.45611275977456,0,1
"126",0,0.514327650101556,-1.48203952653457,0,2.36593955255584,0,1
"127",1,0.349373750138174,-0.606627113477612,0,0.594358662235679,0,1
"128",1,0.587581851546269,1.60758117220803,1,-0.176681329168331,0,0
"129",1,0.477158312557509,-6.95980351610769,0,0.838055659263193,0,1
"130",0,0.434410249024558,6.25775153011639,1,0.721633181443076,1,1
"131",0,0.501140083176965,0.378788242716147,1,-2.68734307267564,1,0
"132",1,0.523654488776056,-4.2059394796553,0,-0.81601684585512,0,1
"133",1,0.514646717574359,-6.85635017465218,0,3.82308301384708,0,1
"134",0,0.223710094313493,-0.205098584718685,0,1.62538429861089,1,0
"135",1,0.323058106117775,0.654923447180492,1,1.9287812537529,0,1
"136",1,0.566277730577976,-3.1108982926751,0,-0.221482967801135,0,0
"137",0,0.389853233326614,2.29129560523567,1,2.95512062297827,1,1
"138",0,0.749771829959452,-3.02105750739276,0,-0.463305905734951,0,0
"139",1,0.580402347781219,0.0166495399188177,1,-1.04085117006142,0,0
"140",0,0.366170746231156,2.8002847709392,1,-1.33291363014324,0,0
"141",0,0.575332831390417,0.799058332872089,1,0.940456014516289,0,1
"142",0,0.428868697994456,2.98666915052079,1,-0.949832247537603,0,0
"143",1,0.409367215297125,1.01901225426609,1,1.23653894125672,0,1
"144",0,0.534281220824612,1.82886460670246,1,1.12034458689453,1,1
"145",0,0.470446172835264,0.27646510308833,1,-1.17510166902766,1,1
"146",1,0.499073444399827,-0.431158881091382,0,2.11606880998785,1,1
"147",0,0.52482565976962,-0.0224010455490005,0,-3.91122982808655,1,0
"148",0,0.451490500545502,0.0440758155812522,1,1.16995442535832,1,1
"149",1,0.46150534151086,-0.965327579974128,0,0.373609501414987,1,1
"150",0,0.431700067468075,-0.864702771171263,0,0.0237644533765899,0,0
"151",1,0.327751975291334,3.42227893121388,1,2.86755551204463,1,1
"152",1,0.406385888342631,1.04511298475476,1,2.96206809400815,1,1
"153",1,0.53274546910514,-2.53379164047517,0,-0.796048257691178,1,0
"154",0,0.481777547369066,-0.619025777231011,0,-0.903496432044538,0,0
"155",1,0.640317362332417,-5.57562628481753,0,-1.99637638726188,1,0
"156",1,0.4631984281784,-0.39488785860481,0,2.1050182658632,0,1
"157",0,0.599570075995108,-3.96682696592647,0,0.0107812854857974,0,1
"158",0,0.490289049479368,3.46556863435533,1,2.40077101923859,1,1
"159",0,0.473344315075957,-1.11787539032334,0,1.7921119802775,1,1
"160",1,0.641637952173148,-1.60475561063135,0,0.0610534235255246,0,0
"161",0,0.640378921097942,-0.634066748308308,0,-0.686471474692922,0,1
"162",1,0.468429637809755,1.99240988605488,1,0.681654473946356,1,1
"163",0,0.39164374496147,4.2653805378004,1,1.05741193386536,1,0
"164",1,0.554788220863587,-5.70710978701509,0,0.555155634142316,0,1
"165",1,0.632068583972221,-0.352365822474993,0,-0.848550809345605,0,1
"166",1,0.600978979676388,-2.940664269549,0,0.800283476665011,0,1
"167",0,0.59776567869223,-2.75972266046843,0,0.405604031624257,1,0
"168",0,0.360166348684337,2.79019792256724,1,1.4918333161344,0,1
"169",1,0.636847801475388,-3.85008754736272,0,-2.44865725205688,1,1
"170",1,0.63570628728167,-2.98714540019337,0,-1.77157327112137,0,1
"171",1,0.4942846870113,-3.86697266003118,0,3.06883725795749,0,1
"172",1,0.345574568648096,2.25136856998678,1,-1.34376273350882,0,1
"173",1,0.478180632828175,1.77123372304972,1,-1.64941445035787,0,1
"174",0,0.41515587741945,4.79334729043045,1,-0.635315047228904,1,0
"175",1,0.592078663813899,-4.22875669913938,0,1.29950385502379,0,1
"176",0,0.502370008620579,-5.11179007974938,0,-0.514566095243744,0,0
"177",0,0.513627897048383,2.50774739914116,1,0.226938555484262,0,1
"178",0,0.768246798168679,-2.56628428120505,0,-0.934946244096249,0,1
"179",0,0.623043588419524,-2.04719100336942,0,0.771459650856118,1,0
"180",1,0.527026763776554,-0.255426891604788,0,3.94373192007917,0,1
"181",1,0.404216047911756,2.23410512883262,1,-3.38053344148756,0,1
"182",1,0.602430984831135,1.65946319323617,1,0.990104777440911,1,1
"183",1,0.407428834002683,-0.721485749370688,0,0.481986584664721,0,0
"184",0,0.613756446088754,-2.29583943815698,0,1.96405534778547,0,1
"185",1,0.39824544676708,2.10828142581069,1,0.453343372328769,0,1
"186",0,0.670408580486405,-1.72295427452089,0,-0.713885069377629,1,0
"187",1,0.477303784320933,0.113799935547849,1,2.7795261404658,0,1
"188",0,0.599129704247404,-3.01707549605097,0,0.644982419841294,0,0
"189",0,0.659526630049502,2.22597786143693,1,-4.28681493540082,0,0
"190",1,0.539673152626098,-3.22952443774382,0,1.49499156695277,0,1
"191",0,0.652657113866115,1.21637685413758,1,-1.13778350213999,0,0
"192",0,0.500595477942625,0.33489408116969,1,3.43067027478412,1,1
"193",0,0.314397036804612,1.56716973642078,1,1.75548426655453,1,1
"194",1,0.425392297658647,-1.46388692976663,0,0.634122210894721,1,0
"195",0,0.445126965814329,0.0255346426593528,1,1.41671106332305,0,1
"196",0,0.485798617425003,0.344392298270036,1,-2.69177775290115,1,0
"197",0,0.552853559808,0.803503032795136,1,0.226236006070182,0,1
"198",0,0.496480630588292,3.22833889346021,1,1.15149929537738,1,1
"199",1,0.482039069174665,-2.92939799679966,0,-0.436553968486618,1,0
"200",0,0.409661959234378,3.52906120356687,1,1.27609158805411,1,1
"201",0,0.534031335125847,-0.144394718612095,0,1.71377666955534,0,1
"202",1,0.331246950833121,1.19467545664984,1,2.94850719712165,1,1
"203",1,0.413000495070638,1.35930444879071,1,-2.62071366819357,0,1
"204",1,0.598531209742532,-1.32081612167714,0,-1.56629781724348,0,1
"205",1,0.595199428694918,-0.987877559724986,0,-3.55345317784035,1,1
"206",0,0.42695886639725,-1.34468480406945,0,1.3819083439413,0,1
"207",1,0.222412296611131,5.06590059803252,1,2.13063822531059,1,1
"208",1,0.326243583895173,1.24474293882277,1,-0.202498502009863,0,1
"209",0,0.590975698678375,-1.52819639260622,0,2.19950014499205,1,1
"210",1,0.42665877179797,2.18332913426812,1,0.489355204514882,1,1
"211",1,0.35078676307935,-0.527814038983896,0,2.83796295476583,0,1
"212",0,0.654517721348933,0.753027459103676,1,-1.93037483343204,0,0
"213",0,0.636957980913108,-2.05671270952014,0,0.55763388585535,0,1
"214",1,0.431844847212865,-1.55888602485791,0,4.32942110045438,0,1
"215",1,0.348975765646741,5.77115894301815,1,1.59986113305562,1,1
"216",1,0.331536555898055,2.52729594450194,1,3.27486568263742,1,1
"217",1,0.55275000553131,-5.15924048524828,0,1.71498853274356,0,1
"218",0,0.693154350385149,-2.39448068805646,0,-2.49634331775381,1,0
"219",0,0.518716652489201,-1.59871740449186,0,0.0354203488993034,0,1
"220",1,0.50611345578237,-0.0379880495304132,0,-0.166972032966115,1,1
"221",1,0.459979316096471,-1.51823555432359,0,2.9924250179005,0,1
"222",1,0.422880494828989,-2.2342061901662,0,0.350183696742075,0,1
"223",0,0.590573295951656,-2.53917103302902,0,0.0575781514701007,0,1
"224",0,0.565684925439038,0.316375924701857,1,-2.42002759328241,0,0
"225",1,0.223498529384281,3.97405356988161,1,0.717027099878458,1,1
"226",0,0.489152243019382,0.737620251128646,1,-2.04083606297175,0,0
"227",0,0.499448007138973,2.84004601559859,1,-4.36095366294262,0,0
"228",0,0.416314758985929,2.73035443715198,1,-1.57266732370383,0,1
"229",0,0.496979400524313,-0.38334027851067,0,-1.06986038321762,0,0
"230",0,0.634002955417489,-2.16619099592964,0,-1.5350382818566,1,0
"231",0,0.454607759897371,3.07306334337555,1,-4.01007901440975,0,0
"232",0,0.527673302459408,2.49441147232325,1,3.30002357828807,1,1
"233",1,0.471929444779734,-2.20821145479379,0,-1.62786128533178,1,0
"234",1,0.604669634063002,1.75823998505096,1,0.355949208468303,0,1
"235",1,0.427707162684979,-2.33623805457788,0,1.06521632110758,0,1
"236",0,0.707905240064247,-3.36178724475257,0,0.418291301433041,1,0
"237",1,0.460355230922048,-3.28733611614825,0,1.46225703481332,0,1
"238",1,0.338369678672158,4.78762032430216,1,1.07396791321701,1,1
"239",0,0.626377745927593,2.7935821119509,1,0.269081210102753,0,1
"240",1,0.700199595228113,-5.72821306767485,0,0.621680571469896,1,0
"241",0,0.548799578224342,-1.44427864972167,0,0.0886529232258657,0,0
"242",0,0.243032530497969,4.68165055245511,1,-0.222770067135443,0,1
"243",0,0.509287013196797,0.726986410090505,1,-1.09658146018654,0,1
"244",1,0.402538278790926,2.50638626111677,1,1.59596956563999,0,1
"245",1,0.562585445330321,-3.71527231989,0,-1.89874624417779,1,1
"246",1,0.372712824449083,-1.76881249111113,0,-1.32161177067605,0,1
"247",0,0.419477886839712,3.94181357191275,1,1.98218475740373,0,1
"248",0,0.443382655612555,1.04526360193689,1,0.152167093053711,1,0
"249",0,0.418599908148951,3.2936259417617,1,1.17704335691587,1,1
"250",1,0.465239300199996,-2.00617758116107,0,1.56546282776014,1,1
"251",1,0.537850048370051,-1.65687522056915,0,3.22060311419861,0,1
"252",1,0.509968460756032,-1.28749947617742,0,-0.78925339861095,1,0
"253",1,0.394960244989049,1.18380058433214,1,-0.583507803996875,0,1
"254",0,0.394843014297869,-1.59961773095543,0,-0.324566704415549,0,0
"255",1,0.478742224977658,-2.85290087343755,0,0.0883329549966197,1,0
"256",1,0.651864149412152,-1.89133442933108,0,-0.901172607463445,1,0
"257",1,0.446706726377189,1.19039985364121,1,2.98611718628832,1,1
"258",1,0.3840179679431,2.4464000078882,1,1.13947987785522,1,1
"259",0,0.528914560005122,3.14167703002504,1,-0.206638157238431,0,1
"260",1,0.595833763500834,0.741732488294448,1,0.0742176611860751,0,0
"261",0,0.639110620474063,-2.58850399721269,0,-0.470486895838281,1,1
"262",1,0.173720580703461,0.396537049158022,1,4.66675740337881,1,1
"263",0,0.44478434849024,1.2290325236421,1,-2.40186894111023,0,0
"264",0,0.513200918784104,-0.0888403522661707,0,-0.819599329235349,0,1
"265",1,0.300963650940451,1.00667300791092,1,3.38345208834848,1,1
"266",0,0.570733015320335,0.444189924446081,1,0.987246878234377,0,1
"267",1,0.454532213028436,-0.806590488236381,0,-2.16118619363273,1,1
"268",1,0.679097951913838,-3.67725114201304,0,0.277715436350381,0,0
"269",0,0.433099565135713,-0.52526117817796,0,1.21855144201986,0,0
"270",1,0.409185131257132,-0.416029014612691,0,0.767761259185249,0,0
"271",1,0.417803654366901,3.11904511033488,1,-1.76388178881613,0,0
"272",0,0.476189780230764,3.55653280020501,1,-0.633574428889401,0,1
"273",0,0.31083832011887,6.24881435702917,1,2.17195306045535,1,1
"274",1,0.372298009850435,1.71073281498486,1,0.994048260827397,1,1
"275",0,0.639233041847118,1.90440467207148,1,2.55903894199867,1,0
"276",0,0.447613767266156,-2.60077824262441,0,0.768001661482418,1,1
"277",1,0.56056264567426,-0.77468947325154,0,3.08114145862713,0,1
"278",0,0.694080576061681,-1.62642243215272,0,3.27566760253148,0,0
"279",1,0.588452641284794,-1.40347606569784,0,0.0722647526373985,0,1
"280",0,0.514070534887063,2.43616184731369,1,-1.34370529055019,0,1
"281",1,0.27780153975107,-0.225284699544988,0,-2.14730621896677,1,1
"282",0,0.536781264635325,1.91133997039209,1,0.107419638816452,1,1
"283",0,0.374332397406395,4.06224621285836,1,-1.36299289055055,0,1
"284",0,0.488227231323076,1.8071273285023,1,-1.1543865031814,0,0
"285",1,0.344033150743636,2.7907420890937,1,2.36776526092024,1,1
"286",0,0.542012515213393,4.48694146468133,1,-2.25510074563539,0,0
"287",1,0.394092206984725,1.02472045737413,1,-0.0399779013701057,1,1
"288",0,0.57110324279114,-0.563921831527529,0,-0.2403634197603,0,1
"289",1,0.571408746663873,-4.0427534295227,0,1.6447588069399,0,1
"290",1,0.450756356184713,-0.0937700019956799,0,-0.185335683330846,0,0
"291",0,0.248812985332399,4.79198301590133,1,-0.884789357271748,1,1
"292",0,0.359151722679023,4.21531797546235,1,-1.1028128385161,0,1
"293",1,0.428418196257851,-0.722555647325846,0,0.787054018607588,1,0
"294",0,0.471650065337248,3.35925529560269,1,-1.35810215908255,0,1
"295",1,0.414383600656478,1.97623924335543,1,0.714914231232665,0,1
"296",0,0.55285665276268,-4.20653807423207,0,-1.55815484671277,1,0
"297",0,0.434869155403866,1.45927933282665,1,0.905203498946692,0,1
"298",0,0.632832674377421,-2.43697000862984,0,3.3385913118942,0,1
"299",0,0.624818586203538,3.25469432706255,1,0.591724114707435,0,1
"300",1,0.268763847736934,0.563549481199735,1,1.37324755450679,0,1
"301",1,0.513562204561136,-1.12678397000355,0,0.526729226315941,0,0
"302",0,0.367038800697131,2.64106356030463,1,-1.91558567001764,0,1
"303",1,0.380273253255527,-0.535839835364921,0,0.173982361238208,0,1
"304",0,0.657780495557806,-2.8208000679184,0,-2.51948030167789,1,0
"305",1,0.205728078769307,-0.533883954629374,0,2.6455629599,0,1
"306",1,0.595063022249618,-4.55455306284643,0,-0.446307523924751,0,0
"307",0,0.618141699538694,-0.536882477617341,0,-1.22171626156942,1,0
"308",0,0.550637055637565,0.942054178710038,1,0.345646138109825,0,1
"309",1,0.429869065976987,-1.13160482312224,0,-0.0265405561014045,1,0
"310",0,0.766436140959194,-1.82641629062437,0,-4.02525062091901,0,0
"311",0,0.314511269520909,2.77710692854842,1,0.869942272488628,1,1
"312",0,0.268109290024854,5.03208788541148,1,1.64257424328533,1,1
"313",1,0.422951084297976,-3.05591451688582,0,2.59557459854573,0,1
"314",1,0.448255908847059,-1.92346312208145,0,0.493775008731664,0,1
"315",1,0.31460700785994,4.2843876769718,1,-0.418506688600767,0,1
"316",0,0.461157770666689,-2.09105974347853,0,0.0235172824108687,0,1
"317",0,0.530061320970594,1.31414477748985,1,-2.79613440944547,0,0
"318",1,0.570792269350061,-0.597063107572434,0,1.19900941925433,0,1
"319",1,0.59776677154811,-1.26669920148449,0,0.123689146562176,0,0
"320",0,0.379650567140843,2.80908230703258,1,-2.28779316979293,0,0
"321",1,0.583242693223588,-0.504547007620488,0,-1.00498326519837,1,0
"322",1,0.501297664737908,-0.26702603066732,0,0.714642172186351,0,1
"323",0,0.637835469185708,1.18054771424614,1,1.48093111544488,0,1
"324",0,0.52013337063979,1.22376509039053,1,-1.92692771576311,0,1
"325",0,0.63429326953342,0.656757062120342,1,-1.73075048148329,0,0
"326",0,0.474383889754216,0.939905911093103,1,0.284439869643929,1,1
"327",0,0.542483095605427,-2.17633170158573,0,-4.14044989734169,1,0
"328",1,0.378683838054207,2.23410622697929,1,-1.00534272500321,0,1
"329",0,0.453733439996962,2.83745992243496,1,4.05520625397562,1,1
"330",0,0.571613326122618,-0.223629700734031,0,-1.84211833816397,0,0
"331",1,0.366821416931507,0.583230526450789,1,-0.907172865953372,0,0
"332",1,0.537625993260997,-2.61650620189665,0,-3.96804293071445,1,1
"333",1,0.480857592978034,2.8483805576594,1,1.70331723241915,1,1
"334",1,0.668910056591224,-4.5300445207461,0,-2.38145550907869,1,0
"335",1,0.529213398536256,0.789675293582863,1,1.1217304911882,0,1
"336",0,0.476768963829065,-0.524282240630137,0,1.89238023970483,1,0
"337",1,0.69649361455654,-7.50652081984251,0,1.42091749141142,0,1
"338",1,0.449926649589601,-1.74657432594505,0,0.692915153886483,0,1
"339",0,0.367805422354592,4.13980846556163,1,0.750104392062234,1,1
"340",1,0.552325580292659,-0.622601842966564,0,-1.41328841177773,1,0
"341",1,0.357330288493034,-0.285211074646562,0,0.889359062815647,1,1
"342",1,0.327932490741825,-3.2644911260573,0,2.90526850590413,0,1
"343",0,0.559710353278375,0.0867116221496871,1,-0.39762421320686,0,1
"344",0,0.655965951604676,-0.964851823207681,0,1.28703915129172,0,1
"345",1,0.516776900607937,-1.63005057346313,0,0.741816574754525,0,1
"346",0,0.487421294963639,-2.55257048231844,0,3.15831882038327,0,1
"347",1,0.60848692838596,-1.49898794989857,0,0.630239533003225,0,1
"348",0,0.520565745288385,-1.74184693156812,0,2.40080048585679,0,1
"349",0,0.515728623079247,-3.35274862404837,0,-0.707790339203096,1,0
"350",0,0.468486254781037,4.67397349183471,1,-1.75047993302001,0,1
"351",1,0.355801209065999,4.06816077459387,1,-2.69162513706694,0,1
"352",1,0.44056290208019,1.58182274704275,1,-0.779483038285396,0,1
"353",0,0.684574439753105,-2.51817189142139,0,1.52883799750422,1,1
"354",0,0.586124432736461,1.28189000065737,1,-1.15062548205006,0,1
"355",1,0.483339357579757,1.00860657789818,1,-0.0795643489182111,0,0
"356",1,0.447171895110245,-1.79427816447212,0,-0.180572376108607,0,0
"357",1,0.644168570308284,-0.904014163609163,0,-1.61733564971198,1,0
"358",0,0.512376246565507,-0.68451459325466,0,0.178655498530303,1,0
"359",0,0.524124548850174,2.27485199093934,1,0.0632614738157235,1,0
"360",0,0.557178944979201,-1.63227955156314,0,-1.65829086733959,1,0
"361",0,0.540766100017764,3.03538569705069,1,0.154845025815863,0,1
"362",1,0.500613810869431,0.265334116773721,1,0.0522208920869362,1,1
"363",0,0.574592208440032,2.18742488385251,1,-0.455382914555704,0,1
"364",0,0.509524309290634,3.60514242818841,1,0.623969162101063,0,1
"365",1,0.315216511983443,-3.15312318095328,0,0.723750480941938,0,1
"366",1,0.548070165830586,0.298428782198211,1,0.904351032222491,0,1
"367",0,0.473659896767329,2.89731734546667,1,-0.261013258164871,0,0
"368",0,0.45835582774162,2.57555594435716,1,-0.145240583929985,0,1
"369",1,0.486298714489068,-2.60430804930498,0,1.06012551951213,0,1
"370",0,0.694027445755355,-5.0678872130415,0,-0.363889672245194,0,1
"371",1,0.409782554869979,3.31472565328484,1,0.111173451008753,0,1
"372",0,0.644520301808551,-0.327859596331043,0,-0.108407105768748,0,0
"373",1,0.511441331409337,-3.5510884615772,0,-0.124862506501303,1,0
"374",0,0.45998133607772,1.12821612228241,1,2.39442991880745,1,1
"375",1,0.544805069840411,-1.74203823436085,0,1.89294510335393,0,1
"376",1,0.311760392768467,-1.51244832992556,0,-0.0594968886932048,0,1
"377",1,0.585386636602331,-0.375310711560008,0,-4.35395239605465,1,1
"378",0,0.493774347245977,-0.571907780617634,0,2.87184195910752,0,1
"379",0,0.620260529622092,-0.494772800405062,0,0.411636443714302,1,1
"380",1,0.510088676205414,-1.57743829393682,0,-3.08137825141273,1,1
"381",0,0.413494011578808,-0.829120815833604,0,-1.21130062555729,0,0
"382",1,0.509732044352969,-5.96957006200019,0,0.780862522409025,0,1
"383",1,0.690731857978699,-4.84217380105143,0,-2.26828233599623,1,0
"384",0,0.565516436815196,-4.5342904990256,0,-0.382837169057854,1,1
"385",0,0.49815008420858,-1.03312078753748,0,-0.17243283072127,0,0
"386",1,0.512894653951231,0.822551531579863,1,-1.09048738341735,0,1
